title,author_name,author_gender,pub_year,min_age,target_audience,character_gender,genre,character_type,source
The Kaleidoscope Sisters,Ronnie Stephens,male,2018,12,late elementary,female,fiction,human,CBSD
The Keeping Quilt,Patricia Polacco,female,1988,4,preschool,female,non-fiction,human,WCBC
The King of Mulberry Street,Donna Jo Napoli,female,2005,8,early elementary,male,fiction,human,ALSC
The King Who Banned the Dark,Emily Haworth-Booth,female,2018,3,preschool,male,fiction,human,Sterling Publishing
The Kissing Hand,Audrey Penn,female,1993,4,preschool,male,fiction,non-human,CLC Awards
The Kite Rider,Geraldine McCaughrean,female,2001,12,late elementary,male,fiction,human,ALSC
The Land,Mildred Taylor,male,2000,10,middle elementary,male,fiction,human,ALSC
The Language of Angels: A Story About the Reinvention of Hebrew,Richard Michelson,male,2017,5,preschool,male,non-fiction,human,Charlesbridge
The Last Kids on Earth,Max Brallier,male,2015,9,middle elementary,male,fiction,human,Childhood101
The Last Noo-noo,Jill Murphy,female,1995,3,preschool,male,fiction,non-human,Childhood101
The Last Notebook of Leonardo,B.B. Wurge,male,2010,8,early elementary,male,fiction,human,CBSD
The Last Spell Breather,Julie Pike,female,2019,9,middle elementary,female,fiction,human,Oxford
The Last Straw,Frederick Thury,male,1998,4,preschool,male,fiction,non-human,Charlesbridge
The Last Tales of Uncle Remus,Julius Lester,male,1994,8,early elementary,male,fiction,non-human,ALSC
The Ledgerbook of Thomas Blue Eagle,Gay Matthaei and Jewel Grutman,female,1994,8,early elementary,male,fiction,human,Charlesbridge
The Legend of Bass Reeves: Being the True and Fictional Account of the Most Famous Marshal in the West ,Gary Paulsen,male,2006,12,late elementary,male,non-fiction,human,ALSC
The Legend of Hong Kil Dong: The Robin Hood of Korea,Anne Sibley O'Brien,female,2006,9,middle elementary,male,fiction,human,Charlesbridge
The Legend of Kevin,Philip Reeve,male,2018,7,early elementary,male,fiction,human,Oxford
The Legend of Kevin: A Roly-Poly Flying Adventure,Philip Reeve,male,2018,7,early elementary,male,fiction,non-human,Oxford
The Legend of the Wandering King,Laura Gallego Garc�a,female,2002,12,late elementary,male,fiction,human,ALSC
The Librarian of Basra: A True Story from Iraq,Jeanette Winter,female,2005,4,preschool,female,non-fiction,human,ALSC
The Librarian Who Measured Earth,Kathryn Lasky,female,1994,7,early elementary,male,non-fiction,human,ALSC
The Lie Tree,Frances Hardinge,female,2016,13,teen,female,fiction,human,ALSC
The Life and Death of Adolf Hitler,James Cross Giblin,male,2002,10,middle elementary,male,non-fiction,human,ALSC
The Life and Death of Crazy Horse,Russell Freedman,male,1996,10,middle elementary,male,non-fiction,human,ALSC
The Lightning Dreamer: Cuba's Greatest Abolitionist,Margarita Engle,female,2013,12,late elementary,female,non-fiction,human,ALSC
The Lightning Thief,Rick Riordan,male,2005,9,middle elementary,male,fiction,human,Common Sense Media
The Lion and the Bird,Marianne Dubuc,female,2013,4,preschool,male,fiction,non-human,CBSD
The List,Patricia Forde,female,2017,11,late elementary,female,fiction,human,ALSC
The Little Barbarian,Renato Moriconi,male,1992,4,preschool,male,fiction,human,Sterling Publishing
The Little Bear Book,Anthony Browne,male,1968,3,preschool,male,fiction,non-human,Bookvine
The Little Black Fish,Samad Behrangi,male,1968,7,early elementary,male,fiction,non-human,CBSD
The Little Fireman,Margaret Wise Brown,female,1966,5,preschool,male,fiction,human,Paperback Swap
The Little Gray Bunny,Barbara McGrath,female,2013,3,preschool,male,fiction,non-human,Charlesbridge
The Little Green Witch,Barbara McGrath,female,2005,3,preschool,female,fiction,human,Charlesbridge
"The Little Mouse, the Red Ripe Strawberry, and the Big Hungry Bear",Don Wood,male,1984,1,infant/toddler,male,fiction,non-human,Childhood101
The Little Prince ,Manuela Adreani,female,2015,8,early elementary,male,fiction,human,ALSC
The Little Red Cat Who Ran Away and Learned His ABC's (the Hard Way),Patrick McDonnell,male,2017,3,preschool,male,fiction,non-human,ALSC
The Little Red Elf,Barbara McGrath,female,2009,3,preschool,female,fiction,non-human,Charlesbridge
The Little Red Fort,Brenda Maier,female,2018,4,preschool,female,fiction,human,Bookvine
The Little School Bus,Margery Cuyler,female,2014,3,preschool,male,fiction,human,Bookvine
The Little Seahorse,Sheri Fink,female,2014,5,preschool,male,fiction,non-human,Childhood101
The Little Turkle,Deborah Van Dyken,female,2006,2,infant/toddler,male,fiction,non-human,CBSD
The Living,Matt de la Pena,male,2013,14,teen,male,fiction,human,ALSC
The Lonesome Era,Jon Allen,male,2019,15,teen,male,fiction,non-human,CBSD
The Lorax,Dr. Seuss,male,1971,4,preschool,male,fiction,non-human,Thrive Global
The Lost Star,Przemystaw Wechterowicz,male,2019,5,preschool,female,fiction,non-human,Sterling Publishing
The Luck Uglies,Paul Durham,male,2014,8,early elementary,female,fiction,human,ALSC
"The Mad Potter: George E. Ohr, Eccentric Genius",Jan Greenberg and Sandra Jordan,female,2013,7,early elementary,male,non-fiction,human,ALSC
The Mad Wolf's Daughter,Diane Magras,female,2018,11,late elementary,female,fiction,human,ALSC
The Magic Babushka,Phyllis Tildes,female,1998,5,preschool,female,fiction,human,Charlesbridge
The Magic Pudding,Norman Lindsay,male,2009,4,preschool,male,fiction,non-human,Childhood101
The Magic School Bus and the Climate�Challenge,Joanna Cole,female,2010,7,early elementary,female,fiction,human,A Mighty Girl
The Magic School Bus and the Electric Field Trip,Joanna Cole,female,1996,7,early elementary,female,fiction,human,Barnes & Noble
The Magic School Bus At the Waterworks,Joanna Cole,female,1985,4,preschool,female,fiction,human,Childhood101
The Magic School Bus on the Ocean Floor,Joanna Cole  ,female,1992,4,preschool,female,fiction,human,Childhood101
The Magician's Elephant,Kate DiCamillo,female,2009,8,early elementary,male,fiction,human,Childhood101
The Maker of Monsters,Lorraine Gregory,female,2019,9,middle elementary,male,fiction,human,Oxford
The Making of a Knight,Patrick O'Brien,male,1998,6,early elementary,male,fiction,human,Charlesbridge
The Man Who Made Time Travel,Kathryn Lasky,female,2003,8,early elementary,male,non-fiction,human,ALSC
The Man Who Walked Between the Towers,Mordicai Gerstein,male,2003,5,preschool,male,non-fiction,human,ALSC
The Man Who Went to the Far Side of the Moon: The Story of Apollo 11 Astronaut Michael Collins,Bea Uusma Schyffert,female,2003,8,early elementary,male,non-fiction,human,Science Friday
The Mangrove Tree: Planting Trees to Feed Families,Susan Roth,female,2011,7,early elementary,male,non-fiction,human,ALSC
The Many Colors of Harpreet Singh,Supriya Kelkar,female,2019,3,preschool,male,fiction,human,Sterling Publishing
The Many Rides of Paul Revere,James Cross Giblin,male,2007,8,early elementary,male,non-fiction,human,ALSC
The Many Worlds of Albie Bright,Christopher Edge,male,2016,9,middle elementary,male,fiction,human,Five Books
The Market Bowl,Jim Averbeck,male,2013,4,preschool,female,fiction,human,Charlesbridge
The Marvels,Brian Selznick,male,2015,10,middle elementary,male,fiction,human,ALSC
The Matzah That Papa Brought Home,Fran Manushkin,female,1995,4,preschool,female,fiction,human,ALSC
The Merlin Conspiracy,Dianna Wynne Jones,female,2003,8,early elementary,male,fiction,human,ALSC
The Merrybegot,Julie Hearn,female,2019,10,middle elementary,female,fiction,human,Oxford
The Midnight Fox,Betsy Byars,female,1968,8,early elementary,male,fiction,human,Childhood101
The Midnight Gang,David Walliams,male,2016,8,early elementary,male,fiction,human,Childhood101
The Midnight Ride of Paul Revere,Henry Longfellow,male,2001,6,early elementary,male,non-fiction,human,ALSC
The Midwife's Apprentice,Karen Cushman,female,1991,10,middle elementary,female,fiction,human,ALSC
The Mighty Lalouce,Matthew Olshan,male,2013,4,preschool,male,fiction,human,My Domaine
The Minnow,Diana Sweeney,female,2014,12,late elementary,female,fiction,human,CBSD
The Miraculous Journey of Edward Tulane,Kate DiCamillo,female,2006,7,early elementary,male,fiction,non-human,Childhood101
The Misadventures of Max Crumbly,Rachel Renee Russell,female,2016,9,middle elementary,male,fiction,human,Childhood101
The Miscalculations of Lightning Girl,Stacy McAnulty,female,2018,8,early elementary,female,fiction,human,Parents
The Mitten,Jan Brett,female,1989,3,preschool,male,fiction,human,Thrive Global
The Mixed-Up Chameleon,Eric Carle,male,1975,2,infant/toddler,male,fiction,non-human,Childhood101
The Monster at the End of this Book,Jon Stone,male,1971,3,preschool,male,fiction,non-human,Goodreads
The Moon is Going to Addy's House,Ida Pearle,female,2015,3,preschool,female,fiction,human,ALSC
The Moorchild,Eloise McGraw,female,1996,9,middle elementary,female,fiction,human,ALSC
The Most Magnificent Thing,Ashley Spires ,female,2014,3,preschool,female,fiction,human,Money Prodigy
The Mostly True Adventures of Homer P. Figg,Rodman Philbrick,male,2009,9,middle elementary,male,fiction,human,ALSC
The Mouse and the Motorcycle,Beverly Cleary,female,1965,8,early elementary,male,fiction,non-human,Today's Parent
The Multiplying Menace Divides,Pam Calvert,female,2011,7,early elementary,male,fiction,human,Charlesbridge
The Murderer's Ape,Jakob Wegelius,male,2014,11,late elementary,female,fiction,non-human,ALSC
The Mysteries of Beethoven's Hair,Russell Martin,male,2000,10,middle elementary,male,non-fiction,human,Charlesbridge
The Mystic Phyles: Beasts,Stephanie Brockway,female,2011,9,middle elementary,female,fiction,human,Charlesbridge
The Mzungu Boy,Meja Mwangi,male,1991,10,middle elementary,male,fiction,human,ALSC
The Name Jar,Yangsook Choi,female,2001,3,preschool,female,fiction,human,Childhood101
The Nest,Kenneth Oppel,male,2015,10,middle elementary,male,fiction,human,ALSC
The Neverending Story,Michael Ende,male,1979,10,middle elementary,male,fiction,human,Goodreads
The New Policeman,Kate Thompson,female,2005,13,teen,male,fiction,human,ALSC
The Night Diary,Veera Hiranandani,female,2018,11,late elementary,female,fiction,human,ALSC
The Night Fairy,Laura Amy Schlitz,female,2010,7,early elementary,female,fiction,non-human,ALSC
The Night Monster,Sushree Mishra,female,2018,4,preschool,male,fiction,human,CBSD
The Night Pirates,Peter Harris,male,2005,3,preschool,male,fiction,human,Childhood101
The Nocturnals: The Slithery Shakedown,Tracey Hecht,female,2018,5,preschool,male,fiction,non-human,CBSD
The Nocturnals: The Tasty Treat,Tracey Hecht,female,2019,4,preschool,female,fiction,non-human,CBSD
The Noisy Paint Box: The Colors and Sounds of Kandinsky's Abstract Art,Barb Rosenstock,female,2014,4,preschool,male,non-fiction,human,ALSC
The Noisy Paintbox: The Colours and Sounds of Kandinsky's Abstract Art,Barb Rosenstock,female,2014,4,preschool,male,non-fiction,human,Childhood101
The Number Devil: A Mathematical Adventure,Hans Magnus Enzensberger,male,1998,11,late elementary,male,fiction,human,ALSC
The One and Only Ivan,K.A. Applegate,female,2012,8,early elementary,male,fiction,non-human,CLC Awards
The One Day House,Julia Durango,female,2017,3,preschool,male,fiction,human,Charlesbridge
The Only Child,Guojing,female,2015,5,preschool,female,fiction,human,ALSC
The Only Road,Alexandra Diaz,female,2016,8,early elementary,male,non-fiction,human,ALSC
The Oracle Betrayed,Catherine Fisher,female,2003,12,late elementary,female,fiction,human,ALSC
The Orphan and the Polar Bear,Sakiasi Qaunaq,male,2011,5,preschool,male,fiction,human,CBSD
The Other Half of Happy,Rebecca Balc�rcel,female,2019,10,middle elementary,female,fiction,human,ALSC
The Other Shepards,Adele Griffin,female,1998,9,middle elementary,female,fiction,human,ALSC
The Outcasts of 19 Schuyler Place,E.L. Konigsburg,female,2004,10,middle elementary,female,fiction,human,ALSC
The Outsiders,S.E. Hinton,male,1967,12,late elementary,male,fiction,human,CLC Awards
The Paper Bag Princess,Robert Munsch,male,1980,4,preschool,female,fiction,human,Today's Parent
The Paper Dolls,Julia Donaldson,female,2012,3,preschool,female,fiction,human,Childhood101
The Paper Dragon,Marguerite Davol,female,1997,5,preschool,male,fiction,human,ALSC
The Paperboy,Dav Pilkey,male,1996,4,preschool,male,fiction,human,ALSC
The Parker Inheritance,Varian Johnson,male,2018,8,early elementary,female,fiction,human,ALSC
The Parrot and the Merchant,Marjan Vafaeian,female,2017,7,early elementary,female,fiction,human,CBSD
The Patch,Justina Chen Headley,female,2006,5,preschool,female,fiction,human,Charlesbridge
The Patchwork Bike,Maxine Beneba Clarke,female,2018,3,preschool,female,fiction,human,ALSC
The Pencil,Susan Avingaq and Maren Vsetula,female,2018,5,preschool,female,fiction,human,CBSD
The Perfect Sword,Scott Goto,male,2008,6,early elementary,male,fiction,human,Charlesbridge
The Perks of Being a Wallflower,Stephen Chbosky,male,1999,14,teen,male,fiction,human,Good Housekeeping
The Phantom Tollbooth,Norton Juster,male,1961,8,early elementary,male,fiction,human,NYPL
The Phoenix of Persia,Sally Promme Clayton,female,2019,5,preschool,male,fiction,human,CBSD
The Pigeon Finds A Hot Dog!,Mo Willems,male,2004,3,preschool,male,fiction,non-human,WCBC
The Pigeon Needs a Bath,Mo Willems,male,2014,1,infant/toddler,male,fiction,non-human,Childhood101
The Pinballs,Betsy Byars,female,1977,8,early elementary,female,fiction,human,Childhood101
The Pirate's Son,Geraldine McCaughrean,female,1996,12,late elementary,male,fiction,human,ALSC
The Poet Slave of Cuba: A Biography of Juan Francisco Manzano,Margarita Engle,female,2006,12,late elementary,male,non-fiction,human,ALSC
The Poet X,Elizbeth Acevedo,female,2018,11,late elementary,female,fiction,human,ALSC
The Poison Eaters: Fighting Danger and Fraud in our Food and Drugs,Gail Jarrow,female,2019,10,middle elementary,male,non-fiction,human,ALSC
The Polar Bear Son: An Inuit Tale,Lydia Dabkovich,female,1996,4,preschool,female,fiction,human,Childhood101
The Polar Express,Chris Van Allsburg,male,1985,4,preschool,male,fiction,human,Today's Parent
The Porcupine Year,Louise Erdrich,female,2008,8,early elementary,female,fiction,human,ALSC
The Pot that Juan Built,Nancy Andrews-Gloebel,female,2002,6,early elementary,male,non-fiction,human,ALSC
The Pout Pout Fish,Deborah Diesen,female,2013,4,preschool,male,fiction,non-human,Childhood101
The Pout-Pout Fish,Deborah Diesen,female,2008,0,infant/toddler,male,fiction,non-human,WCBC
The Prince and the Pauper (Treasury of Illustrated Classics),Mark Twan ,male,2004,11,late elementary,male,fiction,human,Paperback Swap
The Princess and the Giant,Caryl Hart,female,2015,3,preschool,female,fiction,human,Childhood101
The Princess and the Peas,Caryl Hart,female,2012,3,preschool,female,fiction,human,Childhood101
The Princess and the Pony,Kate Beaton,female,2015,4,preschool,female,fiction,human,ALSC
The Princess and the Presents,Caryl Hart,female,2014,3,preschool,female,fiction,human,Childhood101
The�Promise,Nicola Davies,female,2017,5,preschool,female,fiction,human,A Mighty Girl
The Proudest Blue: A Story of Hijab and Family,Ibtihaj Muhammed and S.K. Ali,female,2019,4,preschool,female,fiction,human,ALSC
The Pull of the Ocean,Jean-Claude Mourlevat,male,1999,12,late elementary,male,fiction,human,ALSC
The Quest for Z: The True Story of Explorer Percy Fawcett and a Lost City in the Amazon,Greg Pizzoli,male,2017,7,early elementary,male,non-fiction,human,Money Prodigy
The Quiltmaker's Gift,Jeff Brumbeau,male,2000,4,preschool,female,fiction,human,Time Out
The Rainbow Fish,Marcus Pfister,male,1992,2,infant/toddler,male,fiction,non-human,Thrive Global
"The Really, Really Big Dinosaur",Richard Byrne,male,2012,2,infant/toddler,male,fiction,non-human,Oxford
The Red Blazer Girls: The Mistaken Masterpiece,Michael Bell,male,2011,10,middle elementary,female,fiction,human,A Mighty Girl
The Red Blazer Girls: The Ring of Rocamadour,Michael Bell,male,2009,10,middle elementary,female,fiction,human,A Mighty Girl
The Red Blazer Girls: The Secret Cellar,Michael Bell,male,2012,10,middle elementary,female,fiction,human,A Mighty Girl
The Red Blazer Girls: The Vanishing Violin,Michael Bell,male,2010,10,middle elementary,female,fiction,human,A Mighty Girl
The Red Book,Barbara Lehman,female,2004,4,preschool,female,fiction,human,Scottsdale Library
The Red Pencil,Andrea Davis Pinkney,female,2014,8,early elementary,female,fiction,human,ALSC
The Remarkable Pigeon,Dorien Brouwers,female,2018,3,preschool,male,fiction,non-human,Sterling Publishing
The Revenge of Forty-Seven Samurai,Erik Christian Haugaard,male,1995,10,middle elementary,male,fiction,human,ALSC
The Revenge of the Demon Headmaster,Gillian Cross,female,1994,8,early elementary,female,fiction,human,Oxford
The Revolution of Evelyn Serrano,Sonia Manzano,female,2012,14,teen,female,fiction,human,ALSC
The Rhyming Rabbit,Julia Donaldson,female,2012,0,infant/toddler,male,fiction,non-human,Childhood101
The Right Word: Roget and His Thesaurus,Jen Bryant,female,2014,7,early elementary,male,non-fiction,human,ALSC
The River Between Us,Richard Peck,male,2003,8,early elementary,female,fiction,human,ALSC
The Road to Winter,Mark Smith ,male,2016,14,teen,male,fiction,human,CBSD
The Robber and Me,Josef Holub,male,1996,10,middle elementary,male,fiction,human,ALSC
The Rock and the River,Kekla Magoon,female,2009,9,middle elementary,male,fiction,human,ALSC
The Rooster Who Would Not Be Quiet!,Carmen Agra Deedy,female,2017,3,preschool,male,fiction,non-human,ALSC
The Rooster's Gift,Pam Conrad,female,1996,3,preschool,male,fiction,non-human,ALSC
The Ropemaker,Peter Dickinson,male,2001,12,late elementary,female,fiction,human,ALSC
The Rough Patch,Brian Lies,male,2018,3,preschool,male,fiction,non-human,ALSC
The Runaway Hug,Nick Bland,male,2011,3,preschool,female,fiction,human,Childhood101
The Runaway Princess,Kate Coombs,female,2006,10,middle elementary,female,fiction,human,ALSC
The Sad Little Fact,Jonah Winter,male,2019,3,preschool,male,fiction,non-human,Brightly
The Saddest Toilet in the World,Sam Apple,male,2016,3,preschool,male,fiction,human,Bookvine
The Salamander Room,Anne Mazer,female,1991,3,preschool,male,fiction,human,Time Out
The Same Stuff As Stars,Katherine Patterson,female,2002,10,middle elementary,female,fiction,human,Five Books
The Schwa Was Here,Neal Shusterman,male,2004,12,late elementary,male,fiction,human,ALSC
The Scraps Book: Notes from a Colorful Life,Lois Ehlert,female,2014,5,preschool,female,non-fiction,human,ALSC
The Sea King's Daughter: A Russian Legend,Aaron Shepard,male,1997,7,early elementary,male,fiction,human,ALSC
The Sea of Trolls,Nancy Farmer,female,2004,12,late elementary,male,fiction,human,ALSC
The Search for WondLa,Tony DiTerlizzi,male,2010,10,middle elementary,female,fiction,human,Wired
The Searcher and the Old Tree,David McPhail,male,2008,3,preschool,male,fiction,non-human,Charlesbridge
The Seashore Book,Charlotte Zolotow,female,1992,3,preschool,male,fiction,human,Charlesbridge
The Season of Styx Malone,Kekla Magoon,female,2018,8,early elementary,male,fiction,human,ALSC
The Secret Keepers,Trenton Lee Stewart,male,2016,8,early elementary,male,fiction,human,ALSC
The Secret of the Indian,Lynne Reid Banks,female,1990,8,early elementary,male,fiction,human,Paperback Swap
The Seeing Stone,Kevin Crossley-Holland,male,2000,11,late elementary,male,fiction,human,ALSC
The Seventh Most Important Thing,Shelley Pearsall,female,2015,10,middle elementary,male,fiction,human,ALSC
The Shadows of Ghadames,Joelle Stolz,female,1999,8,early elementary,female,fiction,human,ALSC
The Shakespeare Stealer,Gary Blackwood,male,1998,8,early elementary,male,fiction,human,ALSC
The Shape Game,Anthony Browne,male,2003,5,preschool,male,non-fiction,human,ALSC
The Shark King,R. Kikuo Johnson,male,2012,4,preschool,male,fiction,non-human,Childhood101
The Sheep-Pig,Dick King-Smith,male,1983,5,preschool,male,fiction,non-human,Today's Parent
The Silver Crown,Robert O'Brien,male,1968,8,early elementary,female,fiction,human,Wired
The Singing Mermaid ,Julia Donaldson,female,2012,3,preschool,female,fiction,non-human,Childhood101
The Skids,Ian Donald Keeling,male,2016,13,teen,male,fiction,non-human,CBSD
The Skipping Rope Snake,Carol Ann Duffy,female,2003,3,preschool,female,fiction,human,Childhood101
The Snowy Day,Ezra Jack Keats,male,1962,3,preschool,male,fiction,human,TIME
The Sound of Silence,Katrina Goldsaito,female,2016,5,preschool,male,fiction,human,ALSC
The Squiggle,Carole Lexa Schaefer,female,1996,3,preschool,female,fiction,human,ALSC
The Star of Kazan,Eva Ibbotson,female,1999,8,early elementary,female,fiction,human,ALSC
The Stars Beneath Our Feet,David Barclay Moore,male,2015,11,late elementary,male,fiction,human,ALSC
The Steadfast Tin Soldier,Tor Seidler,male,2017,4,preschool,male,fiction,non-human,Paperback Swap
The Stories Julian Tells,Ann Cameron,female,1981,6,early elementary,male,fiction,human,NYPL
The Storm in the Barn,Matt Phelan,male,2009,10,middle elementary,male,fiction,human,ALSC
The Story of Little Babaji,Helen Bannerman,female,1996,4,preschool,male,fiction,human,Childhood101
The Storyteller,Evan Turk,male,2016,4,preschool,male,fiction,human,ALSC
The Strange Case of Oragami Yoda,Tom Angleberger,male,2010,8,early elementary,male,fiction,human,ALSC
The Stranger,Chris Van Allsburg,male,1986,4,preschool,male,fiction,human,TIME
The Street Cat Gang,Catherine Metzmeyer,female,2013,3,preschool,male,fiction,non-human,Sterling Publishing
The Strongest Man in the World: The Legend of Louis Cyr,Lucie Papineau,female,2017,8,early elementary,male,non-fiction,human,CBSD
The Summer of the Swans,Betsy Byars,female,1970,8,early elementary,female,fiction,human,Paperback Swap
The Superlative A. Lincoln,Eileen Meyer,female,2019,6,early elementary,male,non-fiction,human,Charlesbridge
The Surprise Family,Lynn Reiser,female,1994,4,preschool,female,fiction,non-human,ALSC
The Sweet Smell of Christmas,Patricia Scarry,female,1970,3,preschool,male,fiction,non-human,Childhood101
The Sweetness at the Bottom of the Pie,Alan Bradley,male,2009,14,teen,female,fiction,human,A Mighty Girl
The Table Where Rich People�Sit,Byrd Baylor,female,1994,7,early elementary,female,fiction,human,A Mighty Girl
"The Tale of Despereaux: Being the Story of a Mouse, a Princess, Some Soup, and a Spool of Thread",Kate DiCamillo,female,2003,8,early elementary,male,fiction,non-human,Common Sense Media
The Talking�Earth,Jean Craighead George,female,1983,8,early elementary,female,fiction,human,A Mighty Girl
The Tapir�Scientist: Saving South America's Largest Mammal,Sy Montgomery,female,2013,10,middle elementary,female,non-fiction,human,A Mighty Girl
The Tarantula Scientist,Sy Montgomery,female,2004,10,middle elementary,male,non-fiction,human,ALSC
The Teacher's Funeral: A Comedy in Three Parts,Richard Peck,male,2004,8,early elementary,male,fiction,human,ALSC
The Tequila Worm,Viola Canales,female,2005,12,late elementary,female,fiction,human,ALSC
The Thief,Megan Whalen Turner,female,1996,12,late elementary,male,fiction,human,ALSC
The Thing About Jellyfish,Ali Benjamin,female,2015,10,middle elementary,female,fiction,human,ALSC
The Thing Lou Couldn't Do,Ashley Spires,female,2017,4,preschool,female,fiction,human,Childhood101
The Thousand Steps,Helen Brain,female,2016,12,late elementary,female,fiction,human,CBSD
The Thread War,Ian Donald Keeling,male,2017,13,teen,male,fiction,non-human,CBSD
The Tiger Who Came to Tea,Judith Kerr,female,1968,3,preschool,female,fiction,human,Childhood101
The Toll-Bridge Troll,Patricia Rae Wolff,female,1995,4,preschool,male,fiction,non-human,ALSC
The Tree Lady: The True Story of How One Tree-Loving Woman Changed a City Forever,H. Joseph Hopkins,male,2013,5,preschool,female,non-fiction,human,Geek Wrapped
The Tree of Life: Charles Darwin,Peter Sis,male,2003,5,preschool,male,non-fiction,human,ALSC
The Trouble Begins,Linda Himelblau,female,2005,9,middle elementary,male,fiction,human,ALSC
"The Trouble Begins at 8: A Life of Mark Twain in the Wild, Wild West",Sid Fleischmann,male,2008,8,early elementary,male,non-fiction,human,ALSC
The Trouble with May Amelia,Jennifer Holm,female,2011,8,early elementary,female,fiction,human,ALSC
The True Story of the 3 Little Pigs,Jon Scieszka,male,1989,4,preschool,male,fiction,non-human,TIME
The Trumpet of the Swan,E.B. White,male,1970,8,early elementary,male,fiction,human,CLC Awards
The Truth as Told by Mason Buttle,Leslie Connor,female,2018,8,early elementary,male,fiction,human,ALSC
The Tulip Touch,Anne Fine,female,1996,11,late elementary,female,fiction,human,ALSC
The Tunnel of Bones,Victoria Schwab,female,2019,9,middle elementary,female,fiction,human,Sterling Publishing
The Turtle of Oman,Naomi Shihab Nye,female,2009,8,early elementary,male,fiction,human,ALSC
The Twelve Days of Christmas in California,Laura Rader,female,2009,5,preschool,male,fiction,human,Sterling Publishing
The Twelve Days of Christmas in Canada,Ellen Warwick,female,2015,5,preschool,female,fiction,human,Sterling Publishing
The Twelve Days of Christmas in Florida,Frank Remkiewicz,male,2008,5,preschool,female,fiction,human,Sterling Publishing
The Twelve Days of Christmas in Georgia,Susan Rosson Spain,female,2010,5,preschool,male,fiction,human,Sterling Publishing
The Twelve Days of Christmas in Illinois,Gina Bellisario,female,2012,5,preschool,female,fiction,human,Sterling Publishing
The Twelve Days of Christmas in Iowa,Susan Cornelison,female,2010,5,preschool,male,fiction,human,Sterling Publishing
The Twelve Days of Christmas in Kentucky,Evelyn Christensen,female,2016,5,preschool,female,fiction,human,ALSC
The Twelve Days of Christmas in Michigan,Susan Collins Thorns,female,2010,5,preschool,female,fiction,human,Sterling Publishing
The Twelve Days of Christmas in New England,Toni Buzzeo,female,2015,5,preschool,female,fiction,human,Sterling Publishing
The Twelve Days of Christmas in North Carolina,Judy Stead,female,2009,5,preschool,male,fiction,human,Sterling Publishing
The Twelve Days of Christmas in Pennsylvania,Martha Peaslee Levine,female,2014,5,preschool,female,fiction,human,Sterling Publishing
The Twelve Days of Christmas in South Carolina,Melinda Long,female,2010,5,preschool,female,fiction,human,Sterling Publishing
The Twelve Days of Christmas in Tenneseee,Alice Faye Duncan,female,2018,5,preschool,female,fiction,human,Sterling Publishing
The Twelve Days of Christmas in Texas,Janie Bynum,female,2009,5,preschool,male,fiction,human,Sterling Publishing
The Twelve Days of Christmas in Virginia,Sue Corbett,female,2009,5,preschool,male,fiction,human,Sterling Publishing
The Twelve Days of Christmas in Washington,John Nez,male,2011,5,preschool,male,fiction,human,Sterling Publishing
"The Twelve Days of Christmas in Washington, D.C.",Candice Ransom,female,2010,5,preschool,female,fiction,human,Sterling Publishing
The United States vs. Jackie Robinson,Sudipta Bardhan-Quallen,female,2018,8,early elementary,male,non-fiction,human,ALSC
The Value of Believing in Yourself: The Story of Louis Pasteur,Spencer Johnson,male,1975,8,early elementary,male,non-fiction,human,Goodreads
The Van Gogh Caf�,Cynthia Rylant,female,1995,7,early elementary,female,fiction,human,ALSC
The Very Busy Spider,Eric Carle,male,1984,3,preschool,female,fiction,non-human,Thriftbooks
The Very Cranky Bear,Nick Bland,male,2008,3,preschool,male,fiction,non-human,Childhood101
The Very Hungry Bear,Nick Bland,male,2012,3,preschool,male,fiction,non-human,Childhood101
The Very Itchy Bear,Nick Bland,male,2010,3,preschool,male,fiction,non-human,Childhood101
The Very Noisy Bear,Nick Bland,male,2015,3,preschool,male,fiction,non-human,Childhood101
The Very Noisy Night ,Diana Hendry,female,1999,3,preschool,male,fiction,non-human,Childhood101
The Very Quiet Cricket,Eric Carle,male,1990,1,infant/toddler,male,fiction,non-human,Childhood101
The Very Tiny Baby,Sylvie Kantorovitz,female,2014,3,preschool,male,fiction,human,Charlesbridge
The Voice That Challenged a Nation: Marian Anderson and the Struggle for Equal Rights,Russell Freedman,male,2004,10,middle elementary,female,non-fiction,human,ALSC
The Wall in the Middle of the Book,Jon Agee,male,2018,3,preschool,male,fiction,human,ALSC
The Wall: Growing Up Behind the Iron Curtain,Peter S�s,male,2007,8,early elementary,male,non-fiction,human,ALSC
The War I Finally Won,Kimberly Brubaker Bradley,female,2017,11,late elementary,female,fiction,human,ALSC
The War That Saved My Life,Kimberly Brubaker Bradley,female,2015,9,middle elementary,female,fiction,human,ALSC
The War Within These Walls,Aline Sax,female,2013,8,early elementary,male,fiction,human,ALSC
The Watcher: Jane Goodall's Life with the Chimps,Jeanette Winter,female,2013,4,preschool,female,non-fiction,human,Goodreads
The Water Princess,Susan Verde ,female,2016,5,preschool,female,non-fiction,human,ALSC
The Watermelon Seed,Greg Pizzoli,male,2013,3,preschool,male,fiction,non-human,Childhood101
The Watsons Go to Birmingham�1963,Christopher Paul Curtis,male,1995,9,middle elementary,male,fiction,human,NYPL
The Web Files,Margie Palantini,female,2001,4,preschool,male,fiction,non-human,ALSC
